Time,ax_caro,ay_caro,az_caro,wx_caro,wy_caro,wz_caro,Lat_caro,Lon_caro,Alt_caro,vN_caro,vE_caro,vU_caro,d_izq_caro,d_der_caro
969.1,-0.0010696475,0.016081117,-0.0029624775,-0.00028202636,0.017954227,-0.00024993328,19.410646,-99.131996,2240.3364,15.031199,0.030964417,0.011354555,499.79883,499.64996
969.2,0.0011392055,0.014084033,0.00038389117,-0.0045785084,0.019092001,0.00031605028,19.410727,-99.13298,2240.3347,15.029663,0.03035631,0.010587809,500.0254,499.47708
969.3,-0.0022764592,0.019424789,0.000379459,-0.007996768,0.018500421,-0.0004884565,19.41072,-99.13335,2240.3364,15.029165,0.030072367,0.00755327,500.09833,499.18112
969.4,-0.0013248137,0.018357545,-0.00033246353,-0.009594474,0.016751166,-0.00044753615,19.411148,-99.13376,2240.3352,15.0271225,0.030629355,0.008889695,500.1786,499.13614
969.5,-0.0032767986,0.018129252,-0.00029455125,-0.005145893,0.018628046,-0.00089516793,19.410435,-99.13313,2240.3337,15.030866,0.033013336,0.0076782135,499.97955,499.33902
969.6,-0.0028843004,0.0148044,-0.0015862305,-0.0043402063,0.017097604,-0.0008149486,19.410866,-99.13258,2240.3364,15.029221,0.031764332,0.011197395,500.0254,499.46506
969.7,-0.0037034352,0.017787427,-0.0021072943,-0.0031512359,0.016725946,-0.0011045082,19.410795,-99.13302,2240.3372,15.027493,0.03100055,0.010609777,499.90378,499.4689
969.8,0.0008329562,0.017246336,0.00022101682,-0.005654386,0.019135945,0.0002166141,19.410694,-99.13313,2240.335,15.030054,0.030034918,0.0095795775,500.01474,499.35568
969.9,0.0031033896,0.019323945,-0.0028239843,-0.0041458122,0.017767321,0.00084934855,19.410969,-99.13245,2240.3345,15.02957,0.03172719,0.008843218,499.86752,499.4147
970.0,-0.0016835155,0.023116127,-0.005620444,0.0013360037,0.016286138,-0.00048097206,19.410566,-99.13277,2240.3364,15.030024,0.03011373,0.011156538,499.57065,499.60452
970.1,0.006280276,0.018935189,-0.0017359592,-0.00035348325,0.016972791,0.0016506204,19.410988,-99.133125,2240.334,15.0248,0.026962211,0.012286772,499.68164,499.62875
970.2,-0.00058086327,0.020481423,-0.0021009166,-0.0039666356,0.01769567,-0.00014110886,19.410557,-99.13326,2240.3364,15.029355,0.031222323,0.009162699,499.8825,499.37756
970.3,0.0030434288,0.017081708,0.0007190695,-0.007393653,0.018701687,0.0008235017,19.410843,-99.133064,2240.3345,15.030176,0.031576633,0.010048679,500.1036,499.275
970.4,-0.0014446954,0.015221029,-0.0026085041,-0.0043133013,0.01736129,-0.00059230527,19.4111,-99.132416,2240.3337,15.029469,0.033245053,0.011558688,499.97476,499.474
970.5,0.0019770446,0.018980466,0.00025547855,-0.0062960437,0.018376175,0.00058267615,19.410967,-99.13327,2240.331,15.0309515,0.029349918,0.009438776,499.9898,499.28204
970.6,-0.0014336569,0.022671185,-0.002703892,-0.0040808446,0.017387524,-0.00026303515,19.410751,-99.132164,2240.3362,15.032032,0.031510334,0.009967369,499.86267,499.32782
970.7,0.0010376859,0.01743669,-0.000781171,-0.010355481,0.018044554,0.00032785657,19.410969,-99.13292,2240.335,15.033268,0.03621783,0.009576227,500.2616,499.1104
970.8,-6.186563e-05,0.020023428,-0.0022269003,-0.003075322,0.018417813,3.0533483e-05,19.410547,-99.132576,2240.3362,15.030696,0.031062117,0.009236635,499.84177,499.43036
970.9,0.0023723005,0.019752868,-0.0011480916,-0.0021293315,0.018352818,0.0005982243,19.410799,-99.13242,2240.332,15.0299835,0.0316035,0.009982479,499.76294,499.4932
971.0,0.005135688,0.020200953,-0.0015224451,-0.0036218262,0.017692644,0.0013619477,19.410833,-99.13328,2240.337,15.0257435,0.027366402,0.010301829,499.83432,499.43518
971.1,-0.0003869204,0.01761555,-0.0032888558,0.0023276494,0.018091124,-0.00019396021,19.410614,-99.132034,2240.3337,15.028122,0.028424924,0.011638041,499.6004,499.75964
971.2,-0.0015090193,0.018431723,-0.0013276301,-0.00412653,0.018894944,-0.00051039754,19.410854,-99.132545,2240.3345,15.031824,0.029673738,0.011911248,499.92145,499.42206
971.3,0.0036039283,0.015397995,-0.0009795399,-0.001079289,0.019403428,0.00091137557,19.410648,-99.132675,2240.3335,15.029513,0.029659318,0.011822392,499.79758,499.65054
971.4,-0.0014541205,0.019918099,-0.004621448,0.0071570477,0.018029228,-0.00048920646,19.410479,-99.13155,2240.3335,15.027884,0.027223697,0.012304927,499.3157,499.96136
971.5,-0.0056215697,0.012918468,-0.0027768426,-0.0037115098,0.017587692,-0.001545572,19.410793,-99.131584,2240.335,15.03323,0.034873184,0.012056076,500.05112,499.523
971.6,0.0026935104,0.019891776,-0.0013442757,-0.001826803,0.018760636,0.000912717,19.41043,-99.13285,2240.3364,15.027962,0.026533216,0.009406713,499.77573,499.51898
971.7,0.002637149,0.019492932,-6.341562e-05,-0.010671996,0.01614689,0.00074880075,19.411125,-99.13345,2240.337,15.028688,0.035616715,0.009548725,500.2353,499.0566
971.8,-0.003793257,0.020992346,-0.0018398967,-0.0014017664,0.01786438,-0.0012231013,19.410328,-99.13287,2240.3357,15.029275,0.029541066,0.010485931,499.756,499.4711
971.9,0.0041121915,0.017948583,-0.0045320597,0.0019950033,0.017371047,0.0010173059,19.410984,-99.131744,2240.3342,15.029065,0.030056627,0.013038405,499.59225,499.77054
972.0,0.0027416162,0.017000861,-0.0012041116,-0.0036700645,0.019474242,0.0008055782,19.410671,-99.132195,2240.336,15.030959,0.030646617,0.0096895965,499.91614,499.4804
972.1,0.003823351,0.021895796,-0.004599411,0.0045197476,0.017028637,0.00091061176,19.410755,-99.13212,2240.3347,15.026231,0.026847048,0.012629426,499.38858,499.81406
972.2,-0.001104321,0.024591014,-0.0016175667,-0.0019590866,0.017586827,-0.0004084069,19.410757,-99.132935,2240.334,15.02593,0.027017951,0.009702957,499.66943,499.40323
972.3,-0.004278899,0.02195552,-0.0045912713,0.00081671844,0.016570777,-0.001316409,19.410704,-99.13197,2240.3357,15.030224,0.03243995,0.013047515,499.63586,499.5764
972.4,0.0012752078,0.021702327,-0.0008809855,0.0028147912,0.019631967,0.00030848535,19.410454,-99.1322,2240.331,15.028797,0.025551127,0.01130652,499.4745,499.7069
972.5,0.0004996793,0.018233486,-0.0010549976,-0.0035163194,0.019242864,0.00021246946,19.410683,-99.1321,2240.3347,15.030284,0.029737042,0.009052073,499.88507,499.4494
972.6,0.0002356549,0.021144785,-0.0020251516,0.00013676031,0.017663136,0.00017684247,19.410583,-99.13231,2240.3352,15.027239,0.027584486,0.010325181,499.64905,499.57953
972.7,0.0046838103,0.01803331,-0.0002520578,-0.0065792655,0.018316988,0.0013578392,19.410864,-99.132706,2240.3372,15.02812,0.030839786,0.009498564,500.0407,499.3192
972.8,-0.0010762354,0.021372631,-0.0025713276,-0.0034229655,0.017776377,-0.0002724768,19.410685,-99.13214,2240.334,15.03143,0.033179794,0.009677834,499.82492,499.38474
972.9,-0.0007812086,0.026175842,-0.0036472473,0.0027914157,0.01759667,-0.00024883368,19.41033,-99.13209,2240.3337,15.03091,0.030251274,0.010276201,499.42105,499.60233
973.0,0.0012705371,0.0111013865,-0.001550178,-0.0027697284,0.0179138,0.00024642106,19.41101,-99.13242,2240.3354,15.026642,0.027655812,0.01135387,499.9662,499.65973
973.1,-0.0044258963,0.019768625,-0.003951134,0.002406803,0.018163018,-0.0013781878,19.41058,-99.13156,2240.3337,15.030623,0.031101698,0.012597564,499.57724,499.7104
973.2,0.0035024353,0.016179569,0.00025019608,-0.0045174668,0.019029528,0.0009932856,19.410816,-99.13235,2240.3333,15.028703,0.030001512,0.009535511,499.95767,499.44598
973.3,-0.0048235594,0.018453576,-0.0028213207,-0.0040102075,0.018124163,-0.0013375777,19.410656,-99.13182,2240.335,15.033081,0.03490865,0.010292434,499.94012,499.39935
973.4,0.0056684944,0.01956179,-0.00092156976,-0.00044205552,0.018740203,0.0016219688,19.410847,-99.13227,2240.333,15.027501,0.026106676,0.011738515,499.67407,499.61203
973.5,0.001932955,0.015787318,-0.0010576919,-0.0022043434,0.018791292,0.0005424725,19.410759,-99.13217,2240.335,15.030504,0.031508643,0.012416312,499.88016,499.5803
973.6,-0.00518158,0.0184711,-0.0019410867,-0.00055360864,0.018202402,-0.0015647828,19.410435,-99.132484,2240.337,15.027004,0.028243793,0.011503992,499.76788,499.57596
973.7,-0.00032571904,0.019067742,-0.0030002687,-0.004413868,0.017258048,-0.00017336677,19.410873,-99.13225,2240.3367,15.030265,0.033939645,0.01153181,499.93375,499.3911
973.8,0.00652766,0.018712275,-0.00080569275,-0.0030208111,0.018854834,0.0018924747,19.410803,-99.13187,2240.3352,15.02903,0.029958267,0.009966952,499.83694,499.48914
973.9,0.0027170843,0.020542346,-0.00074057933,-0.0055609294,0.017505482,0.0006782793,19.411097,-99.13247,2240.333,15.029103,0.032372814,0.010969532,499.92963,499.30533
974.0,-0.004891513,0.02038429,-0.0013931328,-0.0047493163,0.018183772,-0.0013193289,19.410698,-99.13186,2240.3347,15.0315075,0.03300645,0.009760742,499.9373,499.31967
974.1,-0.0022036072,0.020757519,-0.0022320282,-0.0009119597,0.019178327,-0.00062882813,19.41046,-99.13211,2240.3342,15.029946,0.028994737,0.009836995,499.7103,499.53088
974.2,0.00529349,0.016905576,-0.0013389271,-0.006191864,0.018884238,0.001566325,19.411041,-99.131805,2240.3345,15.031419,0.03166795,0.009376789,500.0279,499.36594
974.3,0.0013929566,0.021645054,-0.002296092,-0.0014093106,0.018123627,0.0003578561,19.410809,-99.1324,2240.3357,15.026802,0.026276864,0.010645469,499.69928,499.51212
974.4,-0.0035505963,0.020085216,-0.0016422169,-0.003431693,0.018699072,-0.0010277556,19.410688,-99.13209,2240.3354,15.029321,0.029502697,0.0099833505,499.86053,499.41403
974.5,0.0066318014,0.019475915,-0.0007278016,-0.001914208,0.019206818,0.0018217186,19.410526,-99.13261,2240.3352,15.028988,0.027935533,0.011218124,499.77225,499.52765
974.6,-0.0034642844,0.015910372,0.0007073898,-0.0067066723,0.019516248,-0.0009215004,19.410618,-99.13234,2240.3347,15.030708,0.032527946,0.008884237,500.11172,499.31628
974.7,-0.0007152957,0.022198409,-0.002206415,-0.0043102447,0.017902248,-8.576567e-05,19.410814,-99.13161,2240.3347,15.031938,0.030955791,0.010400618,499.87128,499.33032
974.8,-0.0016504268,0.019228674,-0.002095323,-0.0060074204,0.017258845,-0.00055197446,19.410915,-99.1324,2240.3357,15.030087,0.035753913,0.01052416,500.00977,499.30023
974.9,-0.0035499653,0.01599861,-0.003311934,0.00010814845,0.01820219,-0.001231894,19.410816,-99.131454,2240.3342,15.030014,0.031419974,0.013579247,499.75894,499.67883
975.0,0.0028142321,0.02145312,-0.00418742,0.0005655014,0.016338617,0.00054847746,19.410933,-99.13218,2240.335,15.028015,0.03271112,0.013644268,499.61377,499.61032
975.1,0.0030934524,0.015987739,-0.00090464856,0.0018353775,0.019725285,0.0008144313,19.410679,-99.13148,2240.3323,15.028019,0.028717883,0.011496223,499.63565,499.78162
975.2,-0.003885124,0.018961817,-0.0030009262,-0.0020288609,0.017701872,-0.0010785667,19.410822,-99.13118,2240.3354,15.030682,0.031910073,0.010965609,499.82663,499.4989
975.3,0.0027339358,0.02104146,0.00035766885,-0.010949688,0.017339665,0.00085945526,19.411228,-99.1321,2240.3354,15.030527,0.034138117,0.0088674845,500.20984,499.01962
975.4,-0.0012731801,0.016194418,-0.0026913919,-0.004764886,0.018163167,-0.00038114065,19.410793,-99.131325,2240.3352,15.033305,0.036560435,0.010989902,500.0103,499.4199
975.5,-0.0045891637,0.020024784,-0.0037273783,-0.0034821157,0.017246172,-0.0012905085,19.410894,-99.131355,2240.335,15.031968,0.03289453,0.010967745,499.87878,499.39703
975.6,-0.00095885445,0.020202212,-0.0030561686,-0.0050622136,0.017785773,-0.00023632689,19.410858,-99.13156,2240.3352,15.032083,0.034222625,0.009892599,499.93634,499.33316
975.7,0.0015167026,0.018052272,-0.0024119336,-0.0015120453,0.018299438,0.0004668713,19.41067,-99.13149,2240.3364,15.030698,0.032697324,0.010938973,499.80753,499.56506
975.8,-0.0018972637,0.019061975,-0.0005916711,-0.003973524,0.019059781,-0.00046532165,19.410618,-99.131996,2240.3352,15.02913,0.028577084,0.009689,499.9046,499.40472
975.9,-0.0002797684,0.01991637,-0.0013764761,-0.0036539712,0.019507363,-6.5356464e-05,19.410624,-99.13175,2240.3345,15.033053,0.031012919,0.011639836,499.8831,499.40912
976.0,5.037098e-06,0.021991894,-0.0023774523,0.0014968883,0.018609397,0.00010394241,19.41063,-99.13132,2240.3333,15.029155,0.02598886,0.01078556,499.56348,499.63077
976.1,0.0053594843,0.017704852,-0.0037365742,0.00034483802,0.01771881,0.0015373819,19.410862,-99.130936,2240.335,15.030182,0.032447014,0.011073937,499.68893,499.6855
976.2,-0.0010153292,0.02147185,-0.002873823,-0.004834493,0.016598497,-0.00043438285,19.411087,-99.13195,2240.338,15.028333,0.03224215,0.012028827,499.90945,499.3303
976.3,0.00075673574,0.021920606,-0.0021902826,-0.003989185,0.018603973,0.0002541699,19.410637,-99.1321,2240.337,15.029403,0.030099206,0.009130045,499.847,499.36548
976.4,0.0058978647,0.018949911,-0.0033186283,0.0024099909,0.018718962,0.0016889579,19.410713,-99.13089,2240.3352,15.029559,0.028822687,0.011593581,499.56247,499.77628
976.5,0.001519879,0.023475043,-0.0034959614,-0.0009734642,0.018775277,0.0004407399,19.41073,-99.131195,2240.3354,15.030645,0.028758466,0.010143814,499.65173,499.49582
976.6,0.0025733863,0.018291362,-0.00074148737,-0.008815074,0.01747924,0.00063806336,19.411182,-99.13205,2240.336,15.029564,0.03359504,0.011045153,500.15253,499.1922
976.7,-0.003224253,0.022257611,-0.0055116788,0.001224231,0.016606309,-0.0009488309,19.4108,-99.13083,2240.3372,15.030863,0.031880293,0.012638575,499.6128,499.6084
976.8,-0.0025598258,0.01892174,-0.0025824625,0.0007412776,0.018098842,-0.0007975814,19.41061,-99.13109,2240.3335,15.029826,0.032112047,0.011962927,499.67844,499.636
976.9,0.0049296515,0.021947354,-0.0008221036,-0.005233523,0.019451875,0.001321824,19.410654,-99.13225,2240.3342,15.029616,0.029276416,0.009283024,499.8752,499.30365
977.0,0.007947145,0.020759694,-0.002228599,0.000918332,0.019219026,0.0022796236,19.410786,-99.13143,2240.335,15.025907,0.02657699,0.009793022,499.56744,499.67706
977.1,-0.0019441044,0.01889754,-0.0027626995,-0.0008821322,0.018390574,-0.00071339,19.410837,-99.13125,2240.3352,15.02999,0.029574098,0.012974751,499.75357,499.58105
977.2,0.0010086248,0.012316226,-0.0019079745,-0.005919224,0.018364228,0.00016415617,19.411167,-99.13134,2240.334,15.031203,0.035026405,0.01204238,500.11203,499.47318
977.3,0.0012868106,0.01829274,-0.0028967112,0.0030156164,0.018749125,0.0002892272,19.410517,-99.13081,2240.3345,15.029658,0.029244486,0.012734371,499.57413,499.77945
977.4,-0.001096603,0.022055537,-0.003415281,-0.0011478283,0.01731712,-0.00033392385,19.410755,-99.131355,2240.3374,15.028834,0.029976351,0.01166656,499.72153,499.49966
977.5,0.004920474,0.020111635,-0.003682442,0.0015790346,0.017855942,0.001188571,19.411087,-99.1314,2240.334,15.027816,0.028566575,0.013993754,499.56046,499.71857
977.6,-0.005479926,0.01856561,-0.0019898098,-0.0063216244,0.01811203,-0.0013288741,19.410679,-99.131065,2240.3376,15.034276,0.035562538,0.009382042,500.08356,499.2747
977.7,0.0041713426,0.017766282,-0.0040996578,0.000114405775,0.016947571,0.001013417,19.411184,-99.13108,2240.3372,15.029811,0.032438967,0.014215059,499.71436,499.6881
977.8,-0.0005091202,0.022368304,-0.002234295,-0.0036491563,0.018158723,-0.00023110954,19.410582,-99.13185,2240.3354,15.029611,0.032918338,0.009770931,499.82166,499.3542
977.9,0.0012238494,0.01831507,-0.0039964523,0.0013040494,0.017468397,0.00011888737,19.410917,-99.13097,2240.3352,15.029223,0.031593457,0.014178702,499.65262,499.70706
978.0,0.0017753545,0.021642037,0.000121297315,-0.006056352,0.019534677,0.00062429643,19.410711,-99.13184,2240.3362,15.030126,0.02950236,0.009415007,499.96408,499.26712
978.1,-0.0034449203,0.018748231,-0.0067674257,0.012091589,0.018997446,-0.0010955547,19.410135,-99.1303,2240.334,15.032171,0.026323637,0.013443393,499.1051,500.24686
978.2,0.00037290825,0.02275265,-0.0077551715,0.016045926,0.01719476,-0.0001214811,19.410372,-99.1302,2240.3323,15.027835,0.024680965,0.0156735,498.8042,500.37793
978.3,0.0044864793,0.019657798,-0.0071696695,0.016230326,0.018580042,0.0011888543,19.410114,-99.1294,2240.3337,15.031195,0.024706995,0.014579902,498.8821,500.44492
978.4,0.0025630903,0.021764785,-0.0064796694,0.019463433,0.01808745,0.00056659686,19.410185,-99.12957,2240.3333,15.025691,0.023863466,0.01578962,498.68738,500.54996
978.5,-0.00054022076,0.01742167,-0.008386705,0.024463058,0.017592918,-0.00035402336,19.410097,-99.128815,2240.3354,15.028317,0.023350598,0.01608796,498.5629,500.8795
978.6,-0.0010349842,0.020151988,-0.008897584,0.038872,0.016995396,-0.0005644628,19.409475,-99.128334,2240.3313,15.027102,0.021850264,0.017014582,497.7911,501.51236
978.7,0.0043488704,0.024154194,-0.009273913,0.0328117,0.016612537,0.0010000406,19.409851,-99.12886,2240.3313,15.025833,0.016693605,0.018039778,497.96106,501.177
978.8,0.005782621,0.025031477,-0.010686895,0.04607797,0.01591704,0.0014189401,19.40952,-99.12748,2240.3308,15.025775,0.016858777,0.018376399,497.3261,501.78815
978.9,0.00021391503,0.023817532,-0.011460364,0.057831038,0.014736629,-0.00029451208,19.409452,-99.12728,2240.3323,15.024169,0.014347634,0.016806167,496.8079,502.36224
979.0,0.0014868149,0.02458509,-0.010844272,0.06115881,0.015002164,0.00014929028,19.409307,-99.12704,2240.3315,15.022938,0.013910977,0.017812628,496.6331,502.4958
979.1,0.0049405084,0.022489794,-0.0119601395,0.06830743,0.015792798,0.0012010325,19.408926,-99.126236,2240.337,15.025041,0.008925265,0.013894635,496.40393,502.85156
979.2,0.007509901,0.026381835,-0.014788503,0.06984514,0.012492393,0.0016901172,19.409462,-99.12709,2240.334,15.020161,0.005532363,0.015843213,496.12283,502.92148
979.3,-0.0026521187,0.024559572,-0.009240091,0.07113357,0.01402999,-0.0010912247,19.409142,-99.12696,2240.3303,15.02215,0.013329143,0.017062996,496.14532,502.95602
979.4,0.00018201281,0.02123461,-0.012600036,0.08262316,0.015176474,-0.00029630188,19.409,-99.12608,2240.337,15.022618,0.007957712,0.010685877,495.71124,503.556
979.5,0.004387695,0.016337387,-0.009986913,0.081830636,0.015014694,0.0010029823,19.408747,-99.12628,2240.3374,15.022411,0.0043683345,0.011199544,495.86758,503.58868
979.6,-0.00029893185,0.023940183,-0.011644818,0.089442804,0.011855322,-0.00057761837,19.409044,-99.1266,2240.3354,15.020257,0.0073251487,0.009832238,495.32867,503.80045
979.7,0.0063684033,0.024352893,-0.012667503,0.08382409,0.012035311,0.0015340645,19.408945,-99.127144,2240.338,15.017124,-0.00040608807,0.012993352,495.53543,503.5843
979.8,-0.005140295,0.022422634,-0.011669222,0.093422756,0.0142264115,-0.0020109345,19.40904,-99.12674,2240.336,15.01732,0.009808879,0.007896445,495.17432,504.00812
979.9,-0.0016303733,0.018962614,-0.009057006,0.10186926,0.01245677,-0.0008477627,19.409216,-99.12698,2240.3394,15.018748,0.004643942,0.00458382,494.8438,504.46307
980.0,0.0013019128,0.02053035,-0.008891655,0.10700103,0.010175035,-2.2426626e-05,19.40889,-99.12735,2240.3394,15.014513,-0.002345433,0.0045649214,494.5567,504.65112
980.1,0.002115405,0.021563597,-0.00842035,0.11612007,0.012184245,0.000236211,19.40858,-99.12677,2240.3423,15.012488,-0.006628843,0.0010038326,494.11743,505.0353
980.2,0.008362201,0.025119796,-0.012240203,0.10494389,0.009508814,0.0020262902,19.409008,-99.12681,2240.341,15.012439,-0.006466568,0.0067376923,494.5112,504.52246
980.3,-0.00073842204,0.025355473,-0.009397782,0.11331973,0.0130179515,-0.0006173966,19.40902,-99.12731,2240.3396,15.008623,-0.0012150715,0.0035206806,494.1256,504.86703
980.4,0.0009269891,0.021870576,-0.0073750373,0.1198877,0.014802328,2.5420464e-05,19.40872,-99.12666,2240.3445,15.010797,-0.0074479566,0.00011697784,493.91647,505.2069
980.5,0.0007877759,0.022629581,-0.008313533,0.11962395,0.01594428,-1.9991145e-05,19.408655,-99.12642,2240.3442,15.009967,-0.005445167,-0.00036775088,493.94724,505.17853
980.6,0.0022212686,0.022207968,-0.00972414,0.114867546,0.011739797,0.0002769874,19.409071,-99.12728,2240.3416,15.010596,-0.003771309,0.001774203,494.15845,504.98108
980.7,-0.0011020378,0.021181092,-0.007330943,0.124247685,0.0133619765,-0.0007164099,19.408766,-99.127556,2240.3425,15.006253,-0.0065845028,-0.001655818,493.69238,505.41977
980.8,-0.0014693094,0.023863316,-0.005555002,0.13225013,0.016325045,-0.0007057728,19.408419,-99.126884,2240.347,15.008391,-0.010155892,-0.006722762,493.36264,505.682
980.9,-0.0019675763,0.02157779,-0.008167313,0.12676959,0.013229498,-0.0010239186,19.408829,-99.12795,2240.342,15.006319,-0.0076511516,-0.0035881656,493.5321,505.53387
981.0,-0.0042753397,0.017817348,-0.009492785,0.12067014,0.013614173,-0.0015637561,19.409061,-99.1281,2240.3447,15.009899,-0.0010424125,-0.0041003446,493.99023,505.3108
981.1,0.00018772508,0.020603895,-0.0080513,0.12667337,0.010333582,-0.00033437205,19.408548,-99.127785,2240.3447,15.01006,-0.011310017,-0.0048888177,493.62228,505.51523
981.2,-0.0025080105,0.020365022,-0.0053571872,0.13182756,0.016996272,-0.00097034953,19.40887,-99.12723,2240.3452,15.006787,-0.004359731,-0.006930264,493.483,505.72104
981.3,-0.00092837453,0.02369386,-0.00922442,0.12993114,0.01978612,-0.00042048824,19.408571,-99.1264,2240.35,15.0088215,-0.006101768,-0.008800536,493.52087,505.59964
981.4,-0.00015585386,0.025487319,-0.009346565,0.13058753,0.0154206725,-0.00031744185,19.408579,-99.127716,2240.3452,15.001337,-0.009425613,-0.00427402,493.311,505.6301
981.5,-0.004811137,0.022944026,-0.0066306535,0.12752856,0.016277216,-0.0017488147,19.408724,-99.127396,2240.3423,15.007222,-0.0030008142,-0.0038797446,493.55774,505.50745
981.6,0.00117103,0.02193097,-0.00519434,0.13811947,0.018515859,0.00022340484,19.408537,-99.12694,2240.3496,15.004177,-0.014961942,-0.0097763585,493.12454,505.9829
981.7,-0.003969197,0.02151569,-0.0038552023,0.1301117,0.017802622,-0.0014436811,19.408342,-99.12709,2240.344,15.007423,-0.0064539537,-0.0044608684,493.4998,505.62384
981.8,-0.0036423292,0.020510025,-0.005328443,0.1341849,0.0154856825,-0.001271619,19.408983,-99.1282,2240.345,15.001836,-0.0053598625,-0.0067223804,493.31238,505.8386
981.9,-0.0020561006,0.020333618,-0.0082104895,0.123508,0.016358566,-0.0008197373,19.408726,-99.127525,2240.3462,15.008277,-0.005750856,-0.0023931242,493.76486,505.41245
982.0,0.0025782927,0.02405382,-0.010173699,0.12832807,0.015186944,0.00046713755,19.408615,-99.12626,2240.348,15.007131,-0.009733825,-0.006163684,493.5323,505.53204
982.1,0.00077335926,0.022121854,-0.0075876154,0.12885548,0.016055264,2.3137094e-05,19.408655,-99.126785,2240.3477,15.006129,-0.010306123,-0.0047278656,493.5149,505.59433
982.2,0.00031494268,0.023732603,-0.0105576925,0.12221078,0.017692547,-1.5948885e-05,19.408762,-99.12716,2240.3477,15.007538,-0.004160267,-0.0019861963,493.8145,505.30084
982.3,-0.0026453089,0.02239649,-0.009125639,0.12762627,0.016378324,-0.0010998012,19.408894,-99.1275,2240.3438,15.006754,-0.0029947625,-0.0053903065,493.56693,505.5402
982.4,0.000690611,0.01944156,-0.0046236683,0.122262545,0.018587302,0.00011135748,19.40847,-99.1259,2240.3462,15.011401,-0.0065697925,-0.0017707599,493.9841,505.30316
982.5,-0.0020815455,0.019208662,-0.009303477,0.11941689,0.013986423,-0.0009376902,19.40906,-99.12708,2240.3428,15.01005,-0.00059916003,-0.0019106786,494.03784,505.22476
982.6,-0.0018490346,0.021808192,-0.008701539,0.11720365,0.011702341,-0.0009894631,19.40903,-99.12672,2240.34,15.01308,-0.0009050285,-0.00025286246,494.05035,505.08185
982.7,-0.002063408,0.023098662,-0.009698022,0.120995946,0.020653017,-0.0007323618,19.408522,-99.12555,2240.3464,15.013322,-1.7384024e-05,-0.004516935,493.9957,505.198
982.8,0.00060145947,0.023268923,-0.009358605,0.11712633,0.016934775,-2.00168e-05,19.408546,-99.125854,2240.3447,15.009974,-0.002627214,0.00015441002,494.10214,505.03564
982.9,0.0008067133,0.021446526,-0.010316033,0.10655974,0.016351007,-2.4828085e-05,19.408659,-99.12539,2240.3416,15.015735,0.0017558624,0.0036915103,494.63907,504.5995
983.0,-0.00078460947,0.024341099,-0.011114407,0.105208,0.01516818,-0.00062040926,19.409035,-99.12554,2240.34,15.020137,0.0035895628,0.0026953388,494.60532,504.50214
983.1,0.0012549239,0.022140376,-0.010018406,0.102543764,0.015509578,6.5912434e-05,19.408707,-99.125084,2240.3403,15.0200205,0.002059126,0.0041741934,494.79675,504.41162
983.2,0.0057748044,0.024240859,-0.013525205,0.09700144,0.012907016,0.0013449684,19.409067,-99.1258,2240.3406,15.018722,-0.0017425795,0.0071166344,494.94156,504.16956
983.3,0.0014154072,0.024913117,-0.011109801,0.09120329,0.010855074,-1.939552e-05,19.409138,-99.12656,2240.3354,15.019472,0.0069832946,0.010751457,495.23795,503.85672
983.4,0.0027316166,0.024771437,-0.011634678,0.085871555,0.015649471,0.00058461225,19.4087,-99.12525,2240.3386,15.021181,0.0049041524,0.010295485,495.52084,503.6148
983.5,-0.002183452,0.021324404,-0.0116171185,0.08564332,0.013530224,-0.0011488255,19.408829,-99.12602,2240.3357,15.020048,0.007835536,0.0096416855,495.56052,503.66394
983.6,0.0056931307,0.027266629,-0.01553769,0.077639416,0.015391863,0.0012857309,19.40917,-99.125435,2240.3364,15.020472,0.008707418,0.01270209,495.80972,503.2446
983.7,0.0042324825,0.02410072,-0.01291511,0.07400828,0.013744318,0.0008673827,19.40898,-99.12589,2240.3357,15.022395,0.006018637,0.013187378,496.03763,503.10696
983.8,0.0019817464,0.025075957,-0.013049098,0.07077816,0.015212481,0.0003603603,19.408854,-99.12544,2240.3376,15.026057,0.009066044,0.012131172,496.23352,502.92822
983.9,-0.00081166567,0.026244007,-0.012862371,0.061264694,0.014301703,-0.0006013723,19.409298,-99.126045,2240.3325,15.027564,0.016099494,0.01590912,496.61435,502.46408
984.0,0.0021014903,0.024857163,-0.011871256,0.053319037,0.014793097,0.0003134369,19.40928,-99.126686,2240.3325,15.0266695,0.012432455,0.016376913,496.99396,502.13754
984.1,-0.0011082186,0.02351185,-0.012755772,0.057773463,0.015657406,-0.0007119963,19.409353,-99.12658,2240.3345,15.025555,0.012607974,0.015534253,496.84296,502.35767
984.2,0.0036830106,0.022955008,-0.010553669,0.04046367,0.017694905,0.00093629357,19.409548,-99.126656,2240.333,15.028609,0.018770324,0.017235748,497.68454,501.54678
984.3,0.001837345,0.025811069,-0.011202684,0.037268173,0.017029412,0.00035448076,19.409857,-99.12712,2240.3315,15.026955,0.020887654,0.018423647,497.7522,501.3517
984.4,0.006109472,0.01928509,-0.009959875,0.030881517,0.017913084,0.0015251058,19.410015,-99.127525,2240.3342,15.026348,0.01812155,0.016659986,498.18036,501.19217
984.5,0.0009320089,0.020143986,-0.007886207,0.025318237,0.018567543,-2.694744e-05,19.4103,-99.1279,2240.3308,15.028029,0.024714762,0.018684857,498.4261,500.87668
